size_in_bytes,creation_time_ms,activation_time_ms,average_loop_time_ms,total_changes,average_changes_per_cell,average_changes_per_loop
17408,0,1241,0,639039,9984,63
17408,0,1249,0,639039,9984,63
17408,0,1254,0,639039,9984,63
17408,0,1254,0,639039,9984,63
17408,0,1245,0,639039,9984,63
17408,0,1251,0,639039,9984,63
17408,0,1249,0,639039,9984,63
17408,0,1252,0,639039,9984,63
17408,0,1267,0,639039,9984,63
17408,0,1257,0,639039,9984,63
17408,0,1249,0,639039,9984,63
17408,0,1259,0,639039,9984,63
17408,0,1263,0,639039,9984,63
17408,0,1264,0,639039,9984,63
17408,0,1253,0,639039,9984,63
17408,0,1250,0,639039,9984,63
17408,0,1253,0,639039,9984,63
17408,0,1250,0,639039,9984,63
17408,0,1251,0,639039,9984,63
17408,0,1252,0,639039,9984,63
17408,0,1252,0,639039,9984,63
17408,0,1256,0,639039,9984,63
17408,0,1251,0,639039,9984,63
17408,0,1241,0,639039,9984,63
17408,0,1247,0,639039,9984,63
17408,0,1255,0,639039,9984,63
17408,0,1253,0,639039,9984,63
17408,0,1255,0,639039,9984,63
17408,0,1249,0,639039,9984,63
17408,0,1247,0,639039,9984,63
17408,0,1248,0,639039,9984,63
17408,0,1255,0,639039,9984,63
17408,0,1250,0,639039,9984,63
17408,0,1254,0,639039,9984,63
17408,0,1247,0,639039,9984,63
17408,0,1254,0,639039,9984,63
17408,0,1253,0,639039,9984,63
17408,0,1252,0,639039,9984,63
17408,0,1248,0,639039,9984,63
17408,0,1239,0,639039,9984,63
17408,0,1247,0,639039,9984,63
17408,0,1256,0,639039,9984,63
17408,0,1248,0,639039,9984,63
17408,0,1246,0,639039,9984,63
17408,0,1248,0,639039,9984,63
17408,0,1250,0,639039,9984,63
17408,0,1248,0,639039,9984,63
17408,0,1248,0,639039,9984,63
17408,0,1245,0,639039,9984,63
17408,0,1253,0,639039,9984,63
17408,0,1246,0,639039,9984,63
17408,0,1249,0,639039,9984,63
17408,0,1243,0,639039,9984,63
17408,0,1252,0,639039,9984,63
17408,0,1244,0,639039,9984,63
17408,0,1245,0,639039,9984,63
17408,0,1251,0,639039,9984,63
17408,0,1251,0,639039,9984,63
17408,0,1254,0,639039,9984,63
17408,0,1257,0,639039,9984,63
17408,0,1259,0,639039,9984,63
17408,0,1271,0,639039,9984,63
17408,0,1266,0,639039,9984,63
17408,0,1261,0,639039,9984,63
17408,0,1254,0,639039,9984,63
17408,0,1253,0,639039,9984,63
17408,0,1262,0,639039,9984,63
17408,0,1263,0,639039,9984,63
17408,0,1253,0,639039,9984,63
17408,0,1259,0,639039,9984,63
17408,0,1260,0,639039,9984,63
17408,0,1262,0,639039,9984,63
17408,0,1260,0,639039,9984,63
17408,0,1255,0,639039,9984,63
17408,0,1256,0,639039,9984,63
17408,0,1234,0,639039,9984,63
17408,0,1253,0,639039,9984,63
17408,0,1246,0,639039,9984,63
17408,0,1258,0,639039,9984,63
17408,0,1256,0,639039,9984,63
17408,0,1257,0,639039,9984,63
17408,0,1253,0,639039,9984,63
17408,0,1258,0,639039,9984,63
17408,0,1260,0,639039,9984,63
17408,0,1247,0,639039,9984,63
17408,0,1255,0,639039,9984,63
17408,0,1247,0,639039,9984,63
17408,0,1249,0,639039,9984,63
17408,0,1246,0,639039,9984,63
17408,0,1256,0,639039,9984,63
17408,0,1251,0,639039,9984,63
17408,0,1256,0,639039,9984,63
17408,0,1248,0,639039,9984,63
17408,0,1251,0,639039,9984,63
17408,0,1266,0,639039,9984,63
17408,0,1255,0,639039,9984,63
17408,0,1250,0,639039,9984,63
17408,0,1251,0,639039,9984,63
17408,0,1253,0,639039,9984,63
17408,0,1256,0,639039,9984,63
