size_in_bytes,creation_time_ms,activation_time_ms,average_loop_time_ms,total_changes,average_changes_per_cell,average_changes_per_loop
174080,6,9221,0,3165980,4946,316
174080,6,9796,0,3165980,4946,316
174080,6,8844,0,3165980,4946,316
174080,6,8973,0,3165980,4946,316
174080,6,9129,0,3165980,4946,316
174080,6,8518,0,3165980,4946,316
174080,6,8561,0,3165980,4946,316
174080,6,8608,0,3165980,4946,316
174080,6,8571,0,3165980,4946,316
174080,6,8521,0,3165980,4946,316
174080,6,8598,0,3165980,4946,316
174080,6,8554,0,3165980,4946,316
174080,6,8545,0,3165980,4946,316
174080,6,8562,0,3165980,4946,316
174080,6,8468,0,3165980,4946,316
174080,6,8497,0,3165980,4946,316
174080,6,8511,0,3165980,4946,316
174080,6,8547,0,3165980,4946,316
174080,6,8527,0,3165980,4946,316
174080,6,8567,0,3165980,4946,316
174080,6,8525,0,3165980,4946,316
174080,6,8504,0,3165980,4946,316
174080,6,8588,0,3165980,4946,316
174080,6,8639,0,3165980,4946,316
174080,6,8535,0,3165980,4946,316
174080,6,8536,0,3165980,4946,316
174080,6,8519,0,3165980,4946,316
174080,6,8531,0,3165980,4946,316
174080,6,8535,0,3165980,4946,316
174080,6,8513,0,3165980,4946,316
174080,6,8524,0,3165980,4946,316
174080,6,8566,0,3165980,4946,316
174080,6,8499,0,3165980,4946,316
174080,7,8545,0,3165980,4946,316
174080,6,8503,0,3165980,4946,316
174080,6,8472,0,3165980,4946,316
174080,6,8548,0,3165980,4946,316
174080,6,8471,0,3165980,4946,316
174080,6,8480,0,3165980,4946,316
174080,6,8465,0,3165980,4946,316
174080,6,8465,0,3165980,4946,316
174080,6,8477,0,3165980,4946,316
174080,6,8485,0,3165980,4946,316
174080,6,8549,0,3165980,4946,316
174080,6,8489,0,3165980,4946,316
174080,6,8460,0,3165980,4946,316
174080,6,8472,0,3165980,4946,316
174080,6,8463,0,3165980,4946,316
174080,6,8486,0,3165980,4946,316
174080,6,8495,0,3165980,4946,316
174080,6,8475,0,3165980,4946,316
174080,6,8492,0,3165980,4946,316
174080,6,8479,0,3165980,4946,316
174080,6,8504,0,3165980,4946,316
174080,6,8512,0,3165980,4946,316
174080,6,8493,0,3165980,4946,316
174080,6,8500,0,3165980,4946,316
174080,6,8504,0,3165980,4946,316
174080,6,8596,0,3165980,4946,316
174080,6,8574,0,3165980,4946,316
174080,6,8668,0,3165980,4946,316
174080,6,8581,0,3165980,4946,316
174080,6,8580,0,3165980,4946,316
174080,6,8563,0,3165980,4946,316
174080,6,8540,0,3165980,4946,316
174080,6,8557,0,3165980,4946,316
174080,6,8523,0,3165980,4946,316
174080,6,8571,0,3165980,4946,316
174080,6,8566,0,3165980,4946,316
174080,6,8523,0,3165980,4946,316
174080,6,8502,0,3165980,4946,316
174080,6,8529,0,3165980,4946,316
174080,6,8493,0,3165980,4946,316
174080,6,8519,0,3165980,4946,316
174080,6,8541,0,3165980,4946,316
174080,6,8504,0,3165980,4946,316
174080,6,8533,0,3165980,4946,316
174080,6,8539,0,3165980,4946,316
174080,6,8552,0,3165980,4946,316
174080,6,8447,0,3165980,4946,316
174080,6,8460,0,3165980,4946,316
174080,6,8480,0,3165980,4946,316
174080,6,8517,0,3165980,4946,316
174080,6,8545,0,3165980,4946,316
174080,6,8493,0,3165980,4946,316
174080,6,8529,0,3165980,4946,316
174080,6,8539,0,3165980,4946,316
174080,6,8549,0,3165980,4946,316
174080,6,8522,0,3165980,4946,316
174080,6,8537,0,3165980,4946,316
174080,6,8545,0,3165980,4946,316
174080,6,8508,0,3165980,4946,316
174080,6,8508,0,3165980,4946,316
174080,6,8535,0,3165980,4946,316
174080,6,8522,0,3165980,4946,316
174080,6,8508,0,3165980,4946,316
174080,6,8564,0,3165980,4946,316
174080,6,8532,0,3165980,4946,316
174080,6,8547,0,3165980,4946,316
174080,6,8515,0,3165980,4946,316
