size_in_bytes,creation_time_ms,activation_time_ms,average_loop_time_ms,total_changes,average_changes_per_cell,average_changes_per_loop
17408,0,324,0,63,0,0
17408,0,333,0,63,0,0
17408,0,333,0,63,0,0
17408,0,328,0,63,0,0
17408,0,326,0,63,0,0
17408,0,329,0,63,0,0
17408,0,328,0,63,0,0
17408,0,330,0,63,0,0
17408,0,326,0,63,0,0
17408,0,333,0,63,0,0
17408,0,327,0,63,0,0
17408,0,330,0,63,0,0
17408,0,328,0,63,0,0
17408,0,331,0,63,0,0
17408,0,326,0,63,0,0
17408,0,328,0,63,0,0
17408,0,335,0,63,0,0
17408,0,328,0,63,0,0
17408,0,323,0,63,0,0
17408,0,326,0,63,0,0
17408,0,330,0,63,0,0
17408,0,326,0,63,0,0
17408,0,329,0,63,0,0
17408,0,329,0,63,0,0
17408,0,328,0,63,0,0
17408,0,327,0,63,0,0
17408,0,323,0,63,0,0
17408,0,324,0,63,0,0
17408,0,328,0,63,0,0
17408,0,328,0,63,0,0
17408,0,324,0,63,0,0
17408,0,327,0,63,0,0
17408,0,323,0,63,0,0
17408,0,327,0,63,0,0
17408,0,327,0,63,0,0
17408,0,321,0,63,0,0
17408,0,328,0,63,0,0
17408,0,329,0,63,0,0
17408,0,326,0,63,0,0
17408,0,325,0,63,0,0
17408,0,331,0,63,0,0
17408,0,326,0,63,0,0
17408,0,322,0,63,0,0
17408,0,325,0,63,0,0
17408,0,331,0,63,0,0
17408,0,330,0,63,0,0
17408,0,322,0,63,0,0
17408,0,325,0,63,0,0
17408,0,326,0,63,0,0
17408,0,324,0,63,0,0
17408,0,327,0,63,0,0
17408,0,326,0,63,0,0
17408,0,322,0,63,0,0
17408,0,326,0,63,0,0
17408,0,326,0,63,0,0
17408,0,329,0,63,0,0
17408,0,321,0,63,0,0
17408,0,317,0,63,0,0
17408,0,328,0,63,0,0
17408,0,325,0,63,0,0
17408,0,328,0,63,0,0
17408,0,325,0,63,0,0
17408,0,325,0,63,0,0
17408,0,327,0,63,0,0
17408,0,325,0,63,0,0
17408,0,325,0,63,0,0
17408,0,331,0,63,0,0
17408,0,327,0,63,0,0
17408,0,325,0,63,0,0
17408,0,325,0,63,0,0
17408,0,329,0,63,0,0
17408,0,331,0,63,0,0
17408,0,329,0,63,0,0
17408,0,322,0,63,0,0
17408,0,323,0,63,0,0
17408,0,326,0,63,0,0
17408,0,324,0,63,0,0
17408,0,322,0,63,0,0
17408,0,332,0,63,0,0
17408,0,328,0,63,0,0
17408,0,330,0,63,0,0
17408,0,323,0,63,0,0
17408,0,325,0,63,0,0
17408,0,329,0,63,0,0
17408,0,324,0,63,0,0
17408,0,324,0,63,0,0
17408,0,321,0,63,0,0
17408,0,318,0,63,0,0
17408,0,325,0,63,0,0
17408,0,322,0,63,0,0
17408,0,320,0,63,0,0
17408,0,326,0,63,0,0
17408,0,324,0,63,0,0
17408,0,329,0,63,0,0
17408,0,330,0,63,0,0
17408,0,330,0,63,0,0
17408,0,330,0,63,0,0
17408,0,328,0,63,0,0
17408,0,330,0,63,0,0
17408,0,320,0,63,0,0
