size_in_bytes,creation_time_ms,activation_time_ms,average_loop_time_ms,total_changes,average_changes_per_cell,average_changes_per_loop
17408,0,412,0,50,0,0
17408,0,398,0,65,1,0
17408,0,406,0,55,0,0
17408,0,406,0,56,0,0
17408,0,404,0,70,1,0
17408,0,408,0,80,1,0
17408,0,406,0,102,1,0
17408,0,406,0,69,1,0
17408,0,404,0,150,2,0
17408,0,405,0,58,0,0
17408,0,404,0,62,0,0
17408,0,405,0,57,0,0
17408,0,402,0,46,0,0
17408,0,400,0,68,1,0
17408,0,406,0,44,0,0
17408,0,408,0,71,1,0
17408,0,401,0,87,1,0
17408,0,404,0,58,0,0
17408,0,402,0,50,0,0
17408,0,404,0,60,0,0
17408,0,405,0,147,2,0
17408,0,407,0,56,0,0
17408,0,405,0,145,2,0
17408,0,404,0,79,1,0
17408,0,399,0,39,0,0
17408,0,405,0,50,0,0
17408,0,406,0,47,0,0
17408,0,405,0,45,0,0
17408,0,404,0,110,1,0
17408,0,407,0,81,1,0
17408,0,404,0,60,0,0
17408,0,406,0,117,1,0
17408,0,404,0,68,1,0
17408,0,405,0,121,1,0
17408,0,406,0,153,2,0
17408,0,406,0,95,1,0
17408,0,407,0,85,1,0
17408,0,408,0,71,1,0
17408,0,401,0,95,1,0
17408,0,404,0,113,1,0
17408,0,403,0,113,1,0
17408,0,404,0,97,1,0
17408,0,401,0,87,1,0
17408,0,402,0,40,0,0
17408,0,405,0,62,0,0
17408,0,402,0,91,1,0
17408,0,409,0,48,0,0
17408,0,408,0,67,1,0
17408,0,403,0,68,1,0
17408,0,407,0,75,1,0
17408,0,407,0,78,1,0
17408,0,403,0,76,1,0
17408,0,402,0,50,0,0
17408,0,407,0,44,0,0
17408,0,408,0,89,1,0
17408,0,405,0,75,1,0
17408,0,404,0,43,0,0
17408,0,405,0,89,1,0
17408,0,408,0,86,1,0
17408,0,399,0,55,0,0
17408,0,404,0,33,0,0
17408,0,402,0,68,1,0
17408,0,407,0,65,1,0
17408,0,408,0,55,0,0
17408,0,405,0,140,2,0
17408,0,407,0,79,1,0
17408,0,406,0,52,0,0
17408,0,404,0,53,0,0
17408,0,406,0,73,1,0
17408,0,407,0,77,1,0
17408,0,403,0,53,0,0
17408,0,405,0,101,1,0
17408,0,403,0,68,1,0
17408,0,406,0,86,1,0
17408,0,405,0,75,1,0
17408,0,404,0,54,0,0
17408,0,400,0,72,1,0
17408,0,400,0,124,1,0
17408,0,405,0,39,0,0
17408,0,411,0,138,2,0
17408,0,405,0,113,1,0
17408,0,403,0,62,0,0
17408,0,405,0,54,0,0
17408,0,393,0,76,1,0
17408,0,404,0,103,1,0
17408,0,404,0,50,0,0
17408,0,405,0,91,1,0
17408,0,408,0,91,1,0
17408,0,405,0,74,1,0
17408,0,405,0,83,1,0
17408,0,406,0,112,1,0
17408,0,405,0,97,1,0
17408,0,404,0,52,0,0
17408,0,401,0,60,0,0
17408,0,406,0,86,1,0
17408,0,408,0,44,0,0
17408,0,408,0,62,0,0
17408,0,406,0,63,0,0
17408,0,409,0,60,0,0
17408,0,407,0,64,1,0
