size_in_bytes,creation_time_ms,activation_time_ms,average_loop_time_ms,total_changes,average_changes_per_cell,average_changes_per_loop
3840,0,46,0,312,0,0
3840,0,46,0,308,0,0
3840,0,47,0,323,0,0
3840,0,46,0,328,0,0
3840,0,47,0,327,0,0
3840,0,47,0,320,0,0
3840,0,46,0,352,0,0
3840,0,47,0,316,0,0
3840,0,46,0,297,0,0
3840,0,47,0,320,0,0
3840,0,46,0,297,0,0
3840,0,46,0,317,0,0
3840,0,47,0,296,0,0
3840,0,46,0,317,0,0
3840,0,47,0,335,0,0
3840,0,46,0,330,0,0
3840,0,46,0,328,0,0
3840,0,46,0,323,0,0
3840,0,46,0,329,0,0
3840,0,47,0,331,0,0
3840,0,46,0,319,0,0
3840,0,46,0,311,0,0
3840,0,46,0,307,0,0
3840,0,47,0,299,0,0
3840,0,46,0,324,0,0
3840,0,47,0,325,0,0
3840,0,46,0,335,0,0
3840,0,46,0,309,0,0
3840,0,47,0,325,0,0
3840,0,47,0,305,0,0
3840,0,47,0,329,0,0
3840,0,47,0,325,0,0
3840,0,47,0,313,0,0
3840,0,47,0,304,0,0
3840,0,47,0,330,0,0
3840,0,47,0,327,0,0
3840,0,47,0,319,0,0
3840,0,47,0,331,0,0
3840,0,47,0,321,0,0
3840,0,47,0,291,0,0
3840,0,47,0,308,0,0
3840,0,47,0,328,0,0
3840,0,47,0,314,0,0
3840,0,47,0,321,0,0
3840,0,47,0,329,0,0
3840,0,47,0,296,0,0
3840,0,47,0,294,0,0
3840,0,47,0,303,0,0
3840,0,47,0,316,0,0
3840,0,47,0,313,0,0
3840,0,47,0,321,0,0
3840,0,47,0,323,0,0
3840,0,47,0,333,0,0
3840,0,47,0,339,0,0
3840,0,47,0,310,0,0
3840,0,47,0,309,0,0
3840,0,47,0,303,0,0
3840,0,47,0,315,0,0
3840,0,47,0,316,0,0
3840,0,47,0,317,0,0
3840,0,47,0,314,0,0
3840,0,47,0,336,0,0
3840,0,47,0,305,0,0
3840,0,47,0,332,0,0
3840,0,47,0,342,0,0
3840,0,47,0,308,0,0
3840,0,47,0,323,0,0
3840,0,47,0,319,0,0
3840,0,47,0,323,0,0
3840,0,47,0,312,0,0
3840,0,47,0,332,0,0
3840,0,47,0,339,0,0
3840,0,47,0,320,0,0
3840,0,47,0,304,0,0
3840,0,47,0,325,0,0
3840,0,47,0,312,0,0
3840,0,47,0,325,0,0
3840,0,47,0,304,0,0
3840,0,48,0,328,0,0
3840,0,50,0,341,0,0
3840,0,47,0,328,0,0
3840,0,47,0,330,0,0
3840,0,47,0,317,0,0
3840,0,47,0,331,0,0
3840,0,48,0,349,0,0
3840,0,47,0,298,0,0
3840,0,47,0,323,0,0
3840,0,47,0,334,0,0
3840,0,47,0,323,0,0
3840,0,47,0,342,0,0
3840,0,47,0,323,0,0
3840,0,47,0,316,0,0
3840,0,47,0,316,0,0
3840,0,47,0,344,0,0
3840,0,47,0,288,0,0
3840,0,46,0,321,0,0
3840,0,47,0,329,0,0
3840,0,47,0,307,0,0
3840,0,47,0,314,0,0
3840,0,47,0,302,0,0
