size_in_bytes,creation_time_ms,activation_time_ms,average_loop_time_ms,total_changes,average_changes_per_cell,average_changes_per_loop
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,48,0,639,0,0
3840,0,48,0,639,0,0
3840,0,48,0,639,0,0
3840,0,48,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,48,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,48,0,639,0,0
3840,0,48,0,639,0,0
3840,0,48,0,639,0,0
3840,0,48,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,48,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,48,0,639,0,0
3840,0,48,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,48,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,48,0,639,0,0
3840,0,48,0,639,0,0
3840,0,48,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
3840,0,49,0,639,0,0
